transaction_id,timestamp,merchant_id,customer_id,amount,payment_method,payment_status,failure_reason,device_type,customer_type,product_category,refund_status,checkout_step_reached
TXN_100038,2025-11-20 05:19:00,mer_paypilot_01,CUST_00976,3034.28,UPI,SUCCESS,None,Desktop,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100039,2025-11-20 05:21:08,mer_paypilot_01,CUST_00223,1224.07,UPI,SUCCESS,None,Mobile_iOS,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100040,2025-11-20 05:34:11,mer_paypilot_01,CUST_03612,2715.51,UPI,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100041,2025-11-20 05:38:49,mer_paypilot_01,CUST_01039,7239.82,UPI,SUCCESS,None,Desktop,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100042,2025-11-20 05:40:45,mer_paypilot_01,CUST_00742,8157.39,UPI,FAILED,RISK_DECLINE,Mobile_Android,NEW,Electronics,NO_REFUND,PAYMENT_INITIATED
TXN_100043,2025-11-20 05:50:51,mer_paypilot_01,CUST_01617,13019.45,Netbanking,FAILED,INSUFFICIENT_FUNDS,Mobile_iOS,RETURNING,Electronics,NO_REFUND,PAYMENT_INITIATED
TXN_100044,2025-11-20 05:58:47,mer_paypilot_01,CUST_02816,7351.85,UPI,SUCCESS,None,Desktop,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100045,2025-11-20 06:12:07,mer_paypilot_01,CUST_01313,17014.42,Debit_Card,SUCCESS,None,Mobile_Android,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100046,2025-11-20 06:32:17,mer_paypilot_01,CUST_00797,13738.4,Netbanking,FAILED,RISK_DECLINE,Mobile_Android,NEW,Electronics,NO_REFUND,PAYMENT_INITIATED
TXN_100047,2025-11-20 06:33:59,mer_paypilot_01,CUST_03015,17692.33,UPI,SUCCESS,None,Mobile_Android,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100048,2025-11-20 06:36:43,mer_paypilot_01,CUST_00736,3287.55,Debit_Card,SUCCESS,None,Mobile_Android,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100049,2025-11-20 06:55:43,mer_paypilot_01,CUST_01140,3496.24,UPI,SUCCESS,None,Mobile_iOS,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100050,2025-11-20 07:15:03,mer_paypilot_01,CUST_02243,9551.72,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100051,2025-11-20 07:15:45,mer_paypilot_01,CUST_01169,3184.52,UPI,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100052,2025-11-20 07:31:15,mer_paypilot_01,CUST_00287,2311.75,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Beauty_Personal_Care,FULL_REFUND,PAYMENT_COMPLETED
TXN_100053,2025-11-20 07:32:56,mer_paypilot_01,CUST_00928,16444.36,UPI,SUCCESS,None,Mobile_iOS,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100054,2025-11-20 07:48:39,mer_paypilot_01,CUST_02323,10517.25,UPI,SUCCESS,None,Tablet,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100055,2025-11-20 07:52:15,mer_paypilot_01,CUST_02633,11473.38,Credit_Card,FAILED,BANK_SERVER_TIMEOUT,Desktop,NEW,Electronics,NO_REFUND,PAYMENT_INITIATED
TXN_100056,2025-11-20 08:02:02,mer_paypilot_01,CUST_01051,7273.08,UPI,SUCCESS,None,Mobile_iOS,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100057,2025-11-20 08:02:49,mer_paypilot_01,CUST_03458,5501.7,Debit_Card,SUCCESS,None,Desktop,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100058,2025-11-20 08:05:01,mer_paypilot_01,CUST_02510,4038.73,Netbanking,SUCCESS,None,Mobile_Android,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100059,2025-11-20 08:20:45,mer_paypilot_01,CUST_01069,1429.79,Debit_Card,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100060,2025-11-20 08:24:40,mer_paypilot_01,CUST_01238,6432.67,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100061,2025-11-20 08:30:55,mer_paypilot_01,CUST_02171,9781.57,Debit_Card,SUCCESS,None,Mobile_Android,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100062,2025-11-20 08:31:04,mer_paypilot_01,CUST_02308,6384.25,Wallet,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100063,2025-11-20 08:31:23,mer_paypilot_01,CUST_00726,13148.75,Netbanking,SUCCESS,None,Mobile_iOS,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100064,2025-11-20 08:36:15,mer_paypilot_01,CUST_01448,1340.6,Credit_Card,SUCCESS,None,Desktop,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100065,2025-11-20 08:38:48,mer_paypilot_01,CUST_01839,9156.22,UPI,DROPPED,USER_ABORTED,Desktop,NEW,Electronics,NO_REFUND,PAYMENT_INITIATED
TXN_100066,2025-11-20 08:39:23,mer_paypilot_01,CUST_00911,680.12,UPI,SUCCESS,None,Mobile_Android,NEW,Grocery,NO_REFUND,PAYMENT_COMPLETED
TXN_100067,2025-11-20 09:05:58,mer_paypilot_01,CUST_00365,500.88,Debit_Card,SUCCESS,None,Desktop,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100068,2025-11-20 09:07:40,mer_paypilot_01,CUST_03302,1012.92,UPI,SUCCESS,None,Mobile_Android,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100069,2025-11-20 09:15:03,mer_paypilot_01,CUST_03579,4283.62,UPI,SUCCESS,None,Mobile_iOS,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100070,2025-11-20 09:17:18,mer_paypilot_01,CUST_02309,1210.52,UPI,SUCCESS,None,Desktop,NEW,Grocery,NO_REFUND,PAYMENT_COMPLETED
TXN_100071,2025-11-20 09:18:01,mer_paypilot_01,CUST_00504,5753.19,Debit_Card,SUCCESS,None,Desktop,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100072,2025-11-20 09:25:31,mer_paypilot_01,CUST_03325,3293.06,Debit_Card,FAILED,INVALID_OTP,Mobile_iOS,NEW,Fashion,NO_REFUND,PAYMENT_INITIATED
TXN_100073,2025-11-20 09:30:21,mer_paypilot_01,CUST_00996,1472.5,UPI,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100074,2025-11-20 09:36:16,mer_paypilot_01,CUST_00218,1995.95,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Grocery,NO_REFUND,PAYMENT_COMPLETED
TXN_100075,2025-11-20 09:36:35,mer_paypilot_01,CUST_01598,1158.83,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Fashion,FULL_REFUND,PAYMENT_COMPLETED
TXN_100076,2025-11-20 09:36:39,mer_paypilot_01,CUST_00415,731.24,UPI,SUCCESS,None,Mobile_iOS,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100077,2025-11-20 09:43:12,mer_paypilot_01,CUST_02784,3807.56,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100078,2025-11-20 09:43:59,mer_paypilot_01,CUST_00223,1378.42,Netbanking,SUCCESS,None,Mobile_iOS,RETURNING,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100079,2025-11-20 09:58:35,mer_paypilot_01,CUST_03175,2998.7,UPI,SUCCESS,None,Mobile_iOS,RETURNING,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100080,2025-11-20 10:14:29,mer_paypilot_01,CUST_00662,2196.48,UPI,SUCCESS,None,Mobile_Android,NEW,Grocery,NO_REFUND,PAYMENT_COMPLETED
TXN_100081,2025-11-20 10:15:48,mer_paypilot_01,CUST_00476,3577.61,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Fashion,FULL_REFUND,PAYMENT_COMPLETED
TXN_100082,2025-11-20 10:29:30,mer_paypilot_01,CUST_02134,1578.79,Debit_Card,SUCCESS,None,Mobile_Android,NEW,Grocery,NO_REFUND,PAYMENT_COMPLETED
TXN_100083,2025-11-20 10:46:03,mer_paypilot_01,CUST_00631,1802.41,Debit_Card,SUCCESS,None,Desktop,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100084,2025-11-20 11:11:33,mer_paypilot_01,CUST_03577,11627.28,UPI,SUCCESS,None,Desktop,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100085,2025-11-20 11:16:02,mer_paypilot_01,CUST_01458,1002.72,UPI,SUCCESS,None,Mobile_iOS,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100086,2025-11-20 11:21:42,mer_paypilot_01,CUST_02029,1017.83,Credit_Card,SUCCESS,None,Mobile_iOS,NEW,Grocery,NO_REFUND,PAYMENT_COMPLETED
TXN_100087,2025-11-20 11:26:30,mer_paypilot_01,CUST_02338,1006.49,UPI,SUCCESS,None,Tablet,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100088,2025-11-20 11:29:51,mer_paypilot_01,CUST_03251,4759.21,Credit_Card,SUCCESS,None,Desktop,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100089,2025-11-20 11:42:24,mer_paypilot_01,CUST_01332,4321.54,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100090,2025-11-20 11:43:42,mer_paypilot_01,CUST_00011,1495.94,UPI,FAILED,BANK_SERVER_TIMEOUT,Mobile_iOS,VIP,Home_Kitchen,NO_REFUND,PAYMENT_INITIATED
TXN_100091,2025-11-20 11:49:18,mer_paypilot_01,CUST_01714,14915.89,UPI,SUCCESS,None,Mobile_iOS,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100092,2025-11-20 11:51:17,mer_paypilot_01,CUST_02604,1892.29,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100093,2025-11-20 11:52:57,mer_paypilot_01,CUST_02913,7915.21,Credit_Card,SUCCESS,None,Mobile_iOS,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100094,2025-11-20 12:00:27,mer_paypilot_01,CUST_00131,351.51,UPI,SUCCESS,None,Mobile_iOS,VIP,Grocery,NO_REFUND,PAYMENT_COMPLETED
TXN_100095,2025-11-20 12:05:41,mer_paypilot_01,CUST_03540,583.05,UPI,DROPPED,USER_ABORTED,Mobile_Android,NEW,Grocery,NO_REFUND,PAYMENT_INITIATED
TXN_100096,2025-11-20 12:10:52,mer_paypilot_01,CUST_00815,1725.6,UPI,SUCCESS,None,Tablet,NEW,Grocery,NO_REFUND,PAYMENT_COMPLETED
TXN_100097,2025-11-20 12:12:00,mer_paypilot_01,CUST_01239,1916.64,UPI,SUCCESS,None,Mobile_iOS,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100098,2025-11-20 12:22:43,mer_paypilot_01,CUST_03341,1689.09,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Grocery,NO_REFUND,PAYMENT_COMPLETED
TXN_100099,2025-11-20 12:24:11,mer_paypilot_01,CUST_01604,2980.63,UPI,SUCCESS,None,Mobile_iOS,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100100,2025-11-20 12:38:09,mer_paypilot_01,CUST_03307,8863.5,UPI,SUCCESS,None,Mobile_Android,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100101,2025-11-20 13:05:07,mer_paypilot_01,CUST_02926,2092.55,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100102,2025-11-20 13:09:18,mer_paypilot_01,CUST_01879,925.51,UPI,SUCCESS,None,Mobile_iOS,RETURNING,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100103,2025-11-20 13:09:34,mer_paypilot_01,CUST_01989,4882.65,Credit_Card,SUCCESS,None,Desktop,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100104,2025-11-20 13:31:18,mer_paypilot_01,CUST_02900,2158.09,UPI,SUCCESS,None,Mobile_Android,NEW,Grocery,NO_REFUND,PAYMENT_COMPLETED
TXN_100105,2025-11-20 13:39:40,mer_paypilot_01,CUST_03211,620.76,Debit_Card,DROPPED,USER_ABORTED,Mobile_Android,NEW,Grocery,NO_REFUND,PAYMENT_INITIATED
TXN_100106,2025-11-20 13:44:30,mer_paypilot_01,CUST_02375,2451.47,UPI,DROPPED,USER_ABORTED,Mobile_iOS,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_INITIATED
TXN_100107,2025-11-20 14:16:32,mer_paypilot_01,CUST_00054,6852.21,UPI,SUCCESS,None,Desktop,VIP,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100108,2025-11-20 14:30:21,mer_paypilot_01,CUST_03007,4990.7,Debit_Card,SUCCESS,None,Mobile_Android,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100109,2025-11-20 14:31:11,mer_paypilot_01,CUST_03398,12102.35,Netbanking,SUCCESS,None,Mobile_Android,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100110,2025-11-20 14:38:53,mer_paypilot_01,CUST_03661,2164.77,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100111,2025-11-20 14:51:23,mer_paypilot_01,CUST_00897,3808.1,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100112,2025-11-20 15:06:40,mer_paypilot_01,CUST_00005,15324.12,Credit_Card,SUCCESS,None,Mobile_Android,VIP,Electronics,FULL_REFUND,PAYMENT_COMPLETED
TXN_100113,2025-11-20 15:09:04,mer_paypilot_01,CUST_00498,3051.1,UPI,SUCCESS,None,Mobile_Android,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100114,2025-11-20 15:18:15,mer_paypilot_01,CUST_03223,3825.45,UPI,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100115,2025-11-20 15:29:22,mer_paypilot_01,CUST_03457,4364.08,UPI,SUCCESS,None,Mobile_Android,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100116,2025-11-20 15:47:57,mer_paypilot_01,CUST_02995,2106.9,UPI,SUCCESS,None,Mobile_Android,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100117,2025-11-20 15:52:19,mer_paypilot_01,CUST_01052,989.2,UPI,SUCCESS,None,Desktop,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100118,2025-11-20 15:54:09,mer_paypilot_01,CUST_01929,1822.58,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100119,2025-11-20 16:06:21,mer_paypilot_01,CUST_01048,2689.58,UPI,DROPPED,USER_ABORTED,Mobile_Android,NEW,Fashion,NO_REFUND,PAYMENT_INITIATED
TXN_100120,2025-11-20 16:07:18,mer_paypilot_01,CUST_03726,1724.83,Netbanking,DROPPED,USER_ABORTED,Mobile_iOS,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_INITIATED
TXN_100121,2025-11-20 16:09:47,mer_paypilot_01,CUST_03378,9598.46,UPI,SUCCESS,None,Desktop,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100122,2025-11-20 16:12:54,mer_paypilot_01,CUST_02532,872.19,UPI,SUCCESS,None,Mobile_iOS,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100123,2025-11-20 16:26:51,mer_paypilot_01,CUST_02695,3292.32,Debit_Card,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100124,2025-11-20 16:59:15,mer_paypilot_01,CUST_00048,2391.82,Credit_Card,FAILED,INVALID_OTP,Mobile_Android,VIP,Home_Kitchen,NO_REFUND,PAYMENT_INITIATED
TXN_100125,2025-11-20 17:03:31,mer_paypilot_01,CUST_00366,5724.47,UPI,SUCCESS,None,Mobile_iOS,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100126,2025-11-20 17:10:16,mer_paypilot_01,CUST_00019,2711.08,UPI,SUCCESS,None,Mobile_Android,VIP,Beauty_Personal_Care,NO_REFUND,PAYMENT_COMPLETED
TXN_100127,2025-11-20 17:11:04,mer_paypilot_01,CUST_00158,4400.1,Debit_Card,SUCCESS,None,Mobile_Android,VIP,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100128,2025-11-20 17:34:52,mer_paypilot_01,CUST_02340,13780.89,UPI,SUCCESS,None,Desktop,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100129,2025-11-20 18:16:36,mer_paypilot_01,CUST_02360,1124.84,Credit_Card,SUCCESS,None,Desktop,NEW,Grocery,NO_REFUND,PAYMENT_COMPLETED
TXN_100130,2025-11-20 18:19:07,mer_paypilot_01,CUST_01379,4261.6,UPI,SUCCESS,None,Mobile_iOS,NEW,Fashion,FULL_REFUND,PAYMENT_COMPLETED
TXN_100131,2025-11-20 18:22:12,mer_paypilot_01,CUST_00547,5580.11,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100132,2025-11-20 18:35:12,mer_paypilot_01,CUST_03290,3273.88,UPI,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100133,2025-11-20 18:36:47,mer_paypilot_01,CUST_02572,3779.87,Wallet,SUCCESS,None,Mobile_Android,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100134,2025-11-20 18:45:23,mer_paypilot_01,CUST_01311,13382.98,UPI,SUCCESS,None,Tablet,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100135,2025-11-20 18:49:25,mer_paypilot_01,CUST_03251,483.35,UPI,SUCCESS,None,Mobile_Android,RETURNING,Grocery,NO_REFUND,PAYMENT_COMPLETED
TXN_100136,2025-11-20 19:03:34,mer_paypilot_01,CUST_03643,4317.1,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100137,2025-11-20 19:10:52,mer_paypilot_01,CUST_01327,5243.61,UPI,SUCCESS,None,Desktop,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
TXN_100138,2025-11-20 19:11:20,mer_paypilot_01,CUST_03372,2297.22,Netbanking,FAILED,NETWORK_LATENCY,Mobile_iOS,NEW,Beauty_Personal_Care,NO_REFUND,PAYMENT_INITIATED
TXN_100139,2025-11-20 19:18:23,mer_paypilot_01,CUST_03311,3132.01,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Fashion,NO_REFUND,PAYMENT_COMPLETED
TXN_100140,2025-11-20 19:30:41,mer_paypilot_01,CUST_00378,5322.19,UPI,SUCCESS,None,Mobile_Android,NEW,Electronics,NO_REFUND,PAYMENT_COMPLETED
TXN_100141,2025-11-20 19:57:21,mer_paypilot_01,CUST_02842,6379.08,Credit_Card,SUCCESS,None,Mobile_Android,NEW,Home_Kitchen,NO_REFUND,PAYMENT_COMPLETED
